SAMPLEID	INDEX_NAME	INDEX_REGION	ni_total	li_total	nt_total	nt_Achnan_Navic	nt_LOW_N	nt_HIGH_N	nt_LOW_P	nt_HIGH_P	nt_BC_1	nt_BC_2	nt_BC_3	nt_BC_4	nt_BC_5	nt_BC_12	nt_BC_45	nt_PT_1	nt_PT_2	nt_PT_3	nt_PT_4	nt_PT_5	nt_PT_12	nt_SALINITY_1	nt_SALINITY_2	nt_SALINITY_3	nt_SALINITY_4	nt_SALINITY_12	nt_SALINITY_34	nt_O_1	nt_O_2	nt_O_3	nt_O_4	nt_O_5	nt_O_345	nt_SESTONIC_HABIT	nt_BENTHIC_HABIT	nt_BAHLS_1	nt_BAHLS_2	nt_BAHLS_3	nt_TROPHIC_1	nt_TROPHIC_2	nt_TROPHIC_3	nt_TROPHIC_4	nt_TROPHIC_5	nt_TROPHIC_6	nt_TROPHIC_7	nt_TROPHIC_456	nt_SAP_1	nt_SAP_2	nt_SAP_3	nt_SAP_4	nt_SAP_5	nt_NON_N_FIXER	nt_N_FIXER	nt_HIGHLY_MOTILE	nt_MODERATELY_MOTILE	nt_NON_MOTILE	nt_SLIGHTLY_MOTILE	nt_WEAKLY_MOTILE	nt_BIG	nt_SMALL	nt_MEDIUM	nt_VERY_BIG	nt_VERY_SMALL	nt_ADNATE	nt_STALKED	nt_HIGHLY_MOTILE.1	nt_ARAPHID	nt_DIAT_CL_1	nt_DIAT_CL_2	nt_BEN_SES_1	nt_BEN_SES_2	nt_DIAT_CA_1	nt_DIAT_CA_2	nt_DIAT_COND_1	nt_DIAT_COND_2	nt_DIATAS_TN_1	nt_DIATAS_TN_2	nt_DIATAS_TP_1	nt_DIATAS_TP_2	nt_MOTILITY_1	nt_MOTILITY_2	nt_NF_1	nt_NF_2	pi_Achnan_Navic	pi_HIGH_N	pi_LOW_N	pi_HIGH_P	pi_LOW_P	pi_BC_1	pi_BC_2	pi_BC_3	pi_BC_4	pi_BC_5	pi_PT_1	pi_PT_2	pi_PT_3	pi_PT_4	pi_PT_5	pi_PT_45	pi_SALINITY_1	pi_SALINITY_2	pi_SALINITY_3	pi_SALINITY_4	pi_O_1	pi_O_2	pi_O_3	pi_O_4	pi_O_5	pi_SESTONIC_HABIT	pi_BENTHIC_HABIT	pi_BAHLS_1	pi_BAHLS_2	pi_BAHLS_3	pi_TROPHIC_1	pi_TROPHIC_2	pi_TROPHIC_3	pi_TROPHIC_4	pi_TROPHIC_5	pi_TROPHIC_6	pi_TROPHIC_7	pi_SAP_1	pi_SAP_2	pi_SAP_3	pi_SAP_4	pi_SAP_5	pi_NON_N_FIXER	pi_N_FIXER	pi_HIGHLY_MOTILE	pi_MODERATELY_MOTILE	pi_NON_MOTILE	pi_SLIGHTLY_MOTILE	pi_WEAKLY_MOTILE	pi_BIG	pi_SMALL	pi_MEDIUM	pi_VERY_BIG	pi_VERY_SMALL	pi_ADNATE	pi_STALKED	pi_HIGHLY_MOTILE.1	pi_ARAPHID	pi_DIAT_CL_1	pi_DIAT_CL_1_ASSR	pi_DIAT_CL_2	pi_BEN_SES_1	pi_BEN_SES_2	pi_DIAT_CA_1	pi_DIAT_CA_2	pi_DIAT_COND_1	pi_DIAT_COND_2	pi_DIATAS_TN_1	pi_DIATAS_TN_2	pi_DIATAS_TP_1	pi_DIATAS_TP_2	pi_MOTILITY_1	pi_MOTILITY_2	pi_NF_1	pi_NF_2	pt_Achnan_Navic	pt_HIGH_N	pt_LOW_N	pt_HIGH_P	pt_LOW_P	pt_BC_1	pt_BC_2	pt_BC_3	pt_BC_4	pt_BC_5	pt_BC_12	pt_BC_45	pt_PT_1	pt_PT_2	pt_PT_3	pt_PT_4	pt_PT_5	pt_PT_12	pt_SALINITY_1	pt_SALINITY_2	pt_SALINITY_3	pt_SALINITY_4	pt_SALINITY_34	pt_O_1	pt_O_2	pt_O_3	pt_O_4	pt_O_5	pt_O_345	pt_SESTONIC_HABIT	pt_BENTHIC_HABIT	pt_BAHLS_1	pt_BAHLS_2	pt_BAHLS_3	pt_TROPHIC_1	pt_TROPHIC_2	pt_TROPHIC_3	pt_TROPHIC_4	pt_TROPHIC_5	pt_TROPHIC_6	pt_TROPHIC_7	pt_TROPHIC_456	pt_SAP_1	pt_SAP_2	pt_SAP_3	pt_SAP_4	pt_SAP_5	pt_NON_N_FIXER	pt_N_FIXER	pt_HIGHLY_MOTILE	pt_MODERATELY_MOTILE	pt_NON_MOTILE	pt_SLIGHTLY_MOTILE	pt_WEAKLY_MOTILE	pt_BIG	pt_SMALL	pt_MEDIUM	pt_VERY_BIG	pt_VERY_SMALL	pt_ADNATE	pt_STALKED	pt_HIGHLY_MOTILE.1	pt_ARAPHID	pt_DIAT_CL_1	pt_DIAT_CL_2	pt_BEN_SES_1	pt_BEN_SES_2	pt_DIAT_CA_1	pt_DIAT_CA_2	pt_DIAT_COND_1	pt_DIAT_COND_2	pt_DIATAS_TN_1	pt_DIATAS_TN_2	pt_DIATAS_TP_1	pt_DIATAS_TP_2	pt_MOTILITY_1	pt_MOTILITY_2	pt_NF_1	pt_NF_2	nt_Sens_810	nt_RefIndicators	nt_Tol_13	pi_Sens_810	pi_RefIndicators	pi_Tol_13	pt_Sens_810	pt_RefIndicators	pt_Tol_13	wa_POLL_TOL
AB09795	IDEM_2021_Diatoms	HIN	600	6.396929655	72	18	3	27	3	30	2	3	14	31	15	5	46	4	6	3	8	3	10	2	40	11	3	42	14	9	13	23	5	1	29	8	65	8	28	16	2	2	1	6	32	2	9	40	5	20	22	5	1	72	0	19	23	11	14	5	3	33	12	0	16	11	4	43	4	0	27	66	6	12	5	4	6	16	2	30	3	38	32	0	72	29.83333333	34.5	11	35.16666667	11	0.666666667	2.166666667	15.66666667	50.83333333	28	15.66666667	9.666666667	0.833333333	13.33333333	1.833333333	15.16666667	7.333333333	69.66666667	7	0.666666667	14.66666667	10.33333333	34.5	16.66666667	0.333333333	4.833333333	96.83333333	18.66666667	44.33333333	22.16666667	8.5	0.333333333	0.166666667	2.666666667	42	2.166666667	16.33333333	9	24	35.16666667	14.83333333	1.833333333	100	0	17.5	22.16666667	5.833333333	52.16666667	2.333333333	2	45.33333333	17.16666667	0	32.83333333	36	2	41.5	1.666666667	0	0	47.83333333	97.16666667	2.833333333	18.5	1.333333333	1.5	2	25.5	10.5	35.16666667	11	37.33333333	48.33333333	0	100	25	37.5	4.166666667	41.66666667	4.166666667	2.777777778	4.166666667	19.44444444	43.05555556	20.83333333	6.944444444	63.88888889	5.555555556	8.333333333	4.166666667	11.11111111	4.166666667	13.88888889	2.777777778	55.55555556	15.27777778	4.166666667	19.44444444	12.5	18.05555556	31.94444444	6.944444444	1.388888889	40.27777778	11.11111111	90.27777778	11.11111111	38.88888889	22.22222222	2.777777778	2.777777778	1.388888889	8.333333333	44.44444444	2.777777778	12.5	55.55555556	6.944444444	27.77777778	30.55555556	6.944444444	1.388888889	100	0	26.38888889	31.94444444	15.27777778	19.44444444	6.944444444	4.166666667	45.83333333	16.66666667	0	22.22222222	15.27777778	5.555555556	59.72222222	5.555555556	0	37.5	91.66666667	8.333333333	16.66666667	6.944444444	5.555555556	8.333333333	22.22222222	2.777777778	41.66666667	4.166666667	52.77777778	44.44444444	0	100	15	5	19	16.97792869	13.16666667	29.71137521	20.83333333	6.944444444	26.38888889	2.419354839
AB09796	IDEM_2021_Diatoms	HIN	600	6.396929655	53	11	4	18	3	25	1	2	6	26	15	3	40	5	4	4	2	2	9	1	33	6	1	34	7	7	7	12	7	1	20	6	48	10	15	12	2	1	4	6	20	1	6	27	7	11	12	6	1	53	0	17	20	7	6	3	2	18	11	0	12	2	5	34	1	0	14	48	5	12	0	6	2	12	2	25	3	31	21	0	53	38	40.33333333	4.833333333	68.83333333	4.5	1.5	1.166666667	5.333333333	56.66666667	29.5	7.166666667	6.833333333	6	3.833333333	2	5.833333333	9.666666667	35.16666667	9.833333333	2.333333333	6.5	8	11	10.33333333	2.5	13.83333333	86.33333333	11	27.66666667	30.16666667	10.5	0.333333333	3	7.333333333	22.83333333	3.333333333	6.666666667	14	12.33333333	15.33333333	5.5	3.333333333	100	0	34.66666667	40	15.33333333	8.166666667	1.833333333	1.666666667	41.33333333	29.83333333	0	15	3	2.666666667	74.83333333	1.5	0	0	14.66666667	86.33333333	13.66666667	21.66666667	0	4.166666667	0.5	29.33333333	3	68.83333333	4.5	71	27	0	100	20.75471698	33.96226415	7.547169811	47.16981132	5.660377358	1.886792453	3.773584906	11.32075472	49.05660377	28.30188679	5.660377358	75.47169811	9.433962264	7.547169811	7.547169811	3.773584906	3.773584906	16.98113208	1.886792453	62.26415094	11.32075472	1.886792453	13.20754717	13.20754717	13.20754717	22.64150943	13.20754717	1.886792453	37.73584906	11.32075472	90.56603774	18.86792453	28.30188679	22.64150943	3.773584906	1.886792453	7.547169811	11.32075472	37.73584906	1.886792453	11.32075472	50.94339623	13.20754717	20.75471698	22.64150943	11.32075472	1.886792453	100	0	32.0754717	37.73584906	13.20754717	11.32075472	5.660377358	3.773584906	33.96226415	20.75471698	0	22.64150943	3.773584906	9.433962264	64.1509434	1.886792453	0	26.41509434	90.56603774	9.433962264	22.64150943	0	11.32075472	3.773584906	22.64150943	3.773584906	47.16981132	5.660377358	58.49056604	39.62264151	0	100	11	3	16	17.14770798	3.333333333	25.80645161	20.75471698	5.660377358	30.18867925	2.483870968
AB09798	IDEM_2021_Diatoms	HIN	600	6.396929655	64	13	6	28	4	24	3	4	17	25	14	7	38	6	5	2	6	4	11	3	35	12	0	38	12	12	10	15	8	1	24	1	63	10	22	10	3	1	4	6	30	1	6	37	7	18	14	8	1	64	0	18	31	2	10	3	2	26	13	3	11	4	11	44	1	0	21	63	1	15	1	8	4	17	4	24	4	38	24	0	64	23.66666667	42.16666667	2.166666667	47.66666667	1.666666667	3.333333333	19	19.16666667	31	27.5	12.66666667	4.666666667	1.166666667	3.333333333	21.83333333	25.16666667	8.5	41.33333333	18.5	0	35.83333333	9.166666667	15.83333333	14	1	1	99	17.66666667	45.5	8.166666667	25.5	1	7	3.5	42.16666667	1.166666667	4	29	19.66666667	17.66666667	14	1.166666667	100	0	25.5	60.66666667	1.333333333	11	1.5	1.333333333	55.33333333	24	3	9.5	1.666666667	32.5	57	0.333333333	0	0	17.33333333	99	1	29.83333333	0.333333333	12.33333333	2.166666667	27	1.666666667	47.66666667	1.666666667	54	43.33333333	0	100	20.3125	43.75	9.375	37.5	6.25	4.6875	6.25	26.5625	39.0625	21.875	10.9375	59.375	9.375	7.8125	3.125	9.375	6.25	17.1875	4.6875	54.6875	18.75	0	18.75	18.75	15.625	23.4375	12.5	1.5625	37.5	1.5625	98.4375	15.625	34.375	15.625	4.6875	1.5625	6.25	9.375	46.875	1.5625	9.375	57.8125	10.9375	28.125	21.875	12.5	1.5625	100	0	28.125	48.4375	3.125	15.625	4.6875	3.125	40.625	20.3125	4.6875	17.1875	6.25	17.1875	68.75	1.5625	0	32.8125	98.4375	1.5625	23.4375	1.5625	12.5	6.25	26.5625	6.25	37.5	6.25	59.375	37.5	0	100	12	9	15	9.666080844	8.166666667	37.25834798	18.75	14.0625	23.4375	3.389312977
AB09799	IDEM_2021_Diatoms	HIN	600	6.396929655	72	12	5	30	4	39	4	1	12	35	16	5	51	6	6	3	8	1	12	2	38	14	4	40	18	7	11	20	10	1	31	2	71	13	25	14	1	2	2	3	36	1	5	40	6	14	21	8	1	72	0	28	23	4	12	5	4	20	20	1	13	4	4	57	1	2	17	71	1	20	1	11	4	18	3	38	5	46	23	0	72	30.33333333	58.33333333	2	71.83333333	1.833333333	2.5	0.166666667	3.666666667	64.83333333	25.5	5.666666667	17	5.5	6.833333333	0.166666667	7	7.833333333	45.33333333	23.33333333	4.333333333	6	16.16666667	26	19.5	1.666666667	4	98.33333333	19.16666667	35.16666667	11.5	6.833333333	1.166666667	0.666666667	2.333333333	55.33333333	2.166666667	2	10.16666667	17	40.16666667	6	2.166666667	100	0	54.5	26.66666667	4.666666667	12.5	1.666666667	3.166666667	34.66666667	35.33333333	0.166666667	11.66666667	1.5	0.833333333	86.16666667	0.5	4.666666667	21.77411784	13.83333333	98.33333333	1.666666667	34.16666667	0.5	22	2	42.66666667	1	71.33333333	2.333333333	80.83333333	16.66666667	0	100	16.66666667	41.66666667	6.944444444	54.16666667	5.555555556	5.555555556	1.388888889	16.66666667	48.61111111	22.22222222	6.944444444	70.83333333	8.333333333	8.333333333	4.166666667	11.11111111	1.388888889	16.66666667	2.777777778	52.77777778	19.44444444	5.555555556	25	9.722222222	15.27777778	27.77777778	13.88888889	1.388888889	43.05555556	2.777777778	98.61111111	18.05555556	34.72222222	19.44444444	1.388888889	2.777777778	2.777777778	4.166666667	50	1.388888889	6.944444444	55.55555556	8.333333333	19.44444444	29.16666667	11.11111111	1.388888889	100	0	38.88888889	31.94444444	5.555555556	16.66666667	6.944444444	5.555555556	27.77777778	27.77777778	1.388888889	18.05555556	5.555555556	5.555555556	79.16666667	1.388888889	2.777777778	23.61111111	98.61111111	1.388888889	27.77777778	1.388888889	15.27777778	5.555555556	25	4.166666667	52.77777778	6.944444444	63.88888889	31.94444444	0	100	14	4	21	6.949152542	1.166666667	50.50847458	19.44444444	5.555555556	29.16666667	2.398104265
AB09800	IDEM_2021_Diatoms	HIN	600	6.396929655	71	16	1	30	1	31	3	1	17	34	13	4	47	4	5	6	10	2	9	2	38	13	3	40	16	12	10	22	5	1	28	3	69	7	29	16	2	1	5	2	32	3	6	37	8	17	22	4	2	71	0	22	26	4	16	3	4	22	17	1	12	7	3	49	1	1	20	69	2	17	0	9	2	17	1	31	1	45	24	0	71	23.16666667	44.33333333	0.333333333	56.5	0.333333333	0.666666667	0.333333333	16.33333333	48.66666667	31.16666667	12.5	13.16666667	6.333333333	9.333333333	0.5	9.833333333	4.5	51	10.66666667	2.666666667	8	8.666666667	31.16666667	13	1	8.666666667	98.66666667	16.16666667	34.16666667	18	4.5	0.333333333	2.5	2	40.83333333	4.833333333	3.166666667	8	16	28.83333333	10.16666667	4.333333333	100	0	30.33333333	35.5	9	20.5	4.666666667	8.666666667	32.16666667	21.66666667	1.333333333	22.33333333	6.666666667	1	69.83333333	0.333333333	6.666666667	26.11574109	22.16666667	98.66666667	1.333333333	26.33333333	0	17.16666667	1.5	32.33333333	0.333333333	56.5	0.333333333	63.83333333	26.83333333	0	100	22.53521127	42.25352113	1.408450704	43.66197183	1.408450704	4.225352113	1.408450704	23.94366197	47.88732394	18.30985915	5.633802817	66.1971831	5.633802817	7.042253521	8.450704225	14.08450704	2.816901408	12.67605634	2.816901408	53.52112676	18.30985915	4.225352113	22.53521127	16.90140845	14.08450704	30.98591549	7.042253521	1.408450704	39.43661972	4.225352113	97.18309859	9.85915493	40.84507042	22.53521127	2.816901408	1.408450704	7.042253521	2.816901408	45.07042254	4.225352113	8.450704225	52.11267606	11.26760563	23.94366197	30.98591549	5.633802817	2.816901408	100	0	30.98591549	36.61971831	5.633802817	22.53521127	4.225352113	5.633802817	30.98591549	23.94366197	1.408450704	16.90140845	9.85915493	4.225352113	69.01408451	1.408450704	1.408450704	28.16901408	97.18309859	2.816901408	23.94366197	0	12.67605634	2.816901408	23.94366197	1.408450704	43.66197183	1.408450704	63.38028169	33.8028169	0	100	16	2	17	10.96121417	1.5	24.95784148	22.53521127	2.816901408	23.94366197	2.334661355
AB09801	IDEM_2021_Diatoms	HIN	600	6.396929655	56	15	4	22	5	26	2	3	11	23	15	5	38	4	3	4	4	3	7	2	33	8	2	35	10	8	7	15	6	0	21	4	54	7	18	12	2	1	3	4	28	1	4	33	7	14	16	4	1	56	0	19	21	5	8	3	2	19	17	1	6	2	7	40	3	2	14	54	2	12	2	8	3	12	4	26	5	35	18	0	56	40	19.83333333	9.333333333	48.16666667	9.5	1.166666667	1	12.5	34.5	47.33333333	1.833333333	6.333333333	1.666666667	9	5	14	1.833333333	34.33333333	33	3.166666667	11	31.83333333	19.33333333	4.166666667	0	32.33333333	73.16666667	3.666666667	27.5	27.83333333	2.166666667	0.5	1.166666667	2	55.66666667	1	9.666666667	4.666666667	45.5	17.33333333	1.833333333	1	100	0	22	34.5	31.5	10.83333333	1.166666667	7.5	21.66666667	53	0.666666667	9.333333333	8	2.333333333	55.5	1.5	4	20.13579208	16.16666667	73.16666667	26.83333333	13	0.666666667	7.5	0.833333333	12	8.5	48.16666667	9.5	53.83333333	45.5	0	100	26.78571429	39.28571429	7.142857143	46.42857143	8.928571429	3.571428571	5.357142857	19.64285714	41.07142857	26.78571429	8.928571429	67.85714286	7.142857143	5.357142857	7.142857143	7.142857143	5.357142857	12.5	3.571428571	58.92857143	14.28571429	3.571428571	17.85714286	14.28571429	12.5	26.78571429	10.71428571	0	37.5	7.142857143	96.42857143	12.5	32.14285714	21.42857143	3.571428571	1.785714286	5.357142857	7.142857143	50	1.785714286	7.142857143	58.92857143	12.5	25	28.57142857	7.142857143	1.785714286	100	0	33.92857143	37.5	8.928571429	14.28571429	5.357142857	3.571428571	33.92857143	30.35714286	1.785714286	10.71428571	3.571428571	12.5	71.42857143	5.357142857	3.571428571	25	96.42857143	3.571428571	21.42857143	3.571428571	14.28571429	5.357142857	21.42857143	7.142857143	46.42857143	8.928571429	62.5	32.14285714	0	100	14	2	12	17.61744966	8.166666667	8.389261745	25	3.571428571	21.42857143	3.377622378
AB09802	IDEM_2021_Diatoms	HIN	600	6.396929655	63	11	4	23	4	27	4	6	12	22	17	10	39	4	5	2	4	4	9	4	32	10	2	36	12	12	10	13	8	1	22	6	59	8	22	12	4	3	3	4	26	1	7	31	8	16	14	7	1	63	0	20	22	8	12	1	3	24	12	1	16	5	4	41	3	0	19	59	4	10	1	5	4	14	2	27	4	39	23	0	63	44	34.66666667	5	64	4.666666667	4.333333333	2.166666667	10	38.16666667	42.83333333	9.5	6.666666667	1.333333333	4.833333333	6	10.83333333	7.333333333	31.66666667	24.16666667	1.666666667	9.333333333	12.83333333	12.16666667	14.66666667	1.5	10.33333333	91.5	13.83333333	27.66666667	35.16666667	5.833333333	0.666666667	0.5	1.833333333	35.66666667	3.166666667	10.5	6.5	19.66666667	16	9.833333333	3.166666667	100	0	29	45.83333333	10.33333333	13.83333333	1	2.166666667	27.16666667	42.16666667	1	19.16666667	6	1	74.33333333	1.333333333	0	0	15.66666667	91.5	8.5	16.83333333	0.166666667	10.66666667	1.833333333	27.66666667	4.166666667	64	4.666666667	70.83333333	23.33333333	0	100	17.46031746	36.50793651	6.349206349	42.85714286	6.349206349	6.349206349	9.523809524	19.04761905	34.92063492	26.98412698	15.87301587	61.9047619	6.349206349	7.936507937	3.174603175	6.349206349	6.349206349	14.28571429	6.349206349	50.79365079	15.87301587	3.174603175	19.04761905	19.04761905	15.87301587	20.63492063	12.6984127	1.587301587	34.92063492	9.523809524	93.65079365	12.6984127	34.92063492	19.04761905	6.349206349	4.761904762	4.761904762	6.349206349	41.26984127	1.587301587	11.11111111	49.20634921	12.6984127	25.3968254	22.22222222	11.11111111	1.587301587	100	0	31.74603175	34.92063492	12.6984127	19.04761905	1.587301587	4.761904762	38.0952381	19.04761905	1.587301587	25.3968254	7.936507937	6.349206349	65.07936508	4.761904762	0	30.15873016	93.65079365	6.349206349	15.87301587	1.587301587	7.936507937	6.349206349	22.22222222	3.174603175	42.85714286	6.349206349	61.9047619	36.50793651	0	100	15	6	15	13.51351351	5.333333333	18.41216216	23.80952381	9.523809524	23.80952381	2.688235294
AB09803	IDEM_2021_Diatoms	HIN	600	6.396929655	61	13	2	21	2	27	3	4	8	25	17	7	42	5	5	4	2	4	10	3	29	15	4	32	19	8	7	21	7	1	29	8	55	8	25	8	2	2	3	2	30	3	4	35	6	13	19	5	2	61	0	26	18	9	7	1	5	18	15	1	8	2	1	47	3	0	13	57	4	15	0	6	1	14	1	27	2	41	19	0	61	28.5	35.33333333	2.166666667	60.66666667	2.166666667	1.666666667	1.666666667	4.333333333	36	52.16666667	13.33333333	6.833333333	3.666666667	2.166666667	2	4.166666667	14.83333333	38.5	23	3.333333333	9.5	15	21.83333333	15.16666667	1	17.5	87	21.16666667	23.66666667	21.16666667	12.66666667	1	1.666666667	1.333333333	41.83333333	7.333333333	3.5	18.33333333	19	21.66666667	8.166666667	6.666666667	100	0	42.66666667	26.83333333	16.83333333	13	0.666666667	5.333333333	29.83333333	35.83333333	0.333333333	13.83333333	2	0.166666667	73.66666667	1.5	0	0	12	88.33333333	11.66666667	22.5	0	4.666666667	0.333333333	27	1.833333333	60.66666667	2.166666667	64.33333333	29.83333333	0	100	21.31147541	34.42622951	3.278688525	44.26229508	3.278688525	4.918032787	6.557377049	13.1147541	40.98360656	27.86885246	11.47540984	68.85245902	8.196721311	8.196721311	6.557377049	3.278688525	6.557377049	16.39344262	4.918032787	47.54098361	24.59016393	6.557377049	31.14754098	13.1147541	11.47540984	34.42622951	11.47540984	1.639344262	47.54098361	13.1147541	90.16393443	13.1147541	40.98360656	13.1147541	3.278688525	3.278688525	4.918032787	3.278688525	49.18032787	4.918032787	6.557377049	57.37704918	9.836065574	21.31147541	31.14754098	8.196721311	3.278688525	100	0	42.62295082	29.50819672	14.75409836	11.47540984	1.639344262	8.196721311	29.50819672	24.59016393	1.639344262	13.1147541	3.278688525	1.639344262	77.04918033	4.918032787	0	21.31147541	93.44262295	6.557377049	24.59016393	0	9.836065574	1.639344262	22.95081967	1.639344262	44.26229508	3.278688525	67.21311475	31.14754098	0	100	11	1	21	9.060402685	1.833333333	16.77852349	18.03278689	1.639344262	34.42622951	2.023809524
AB09804	IDEM_2021_Diatoms	HIN	600	6.396929655	50	9	2	17	2	23	4	1	8	20	14	5	34	5	1	3	2	2	6	2	24	9	2	26	11	6	7	10	7	1	18	7	44	7	18	8	2	1	2	2	24	1	4	27	6	12	11	5	1	50	0	20	14	9	5	2	3	16	14	1	7	2	1	35	3	1	8	44	6	13	0	5	1	10	1	23	2	32	15	0	50	32	17	4.666666667	45.5	4.666666667	1.333333333	0.333333333	7	21.83333333	68.5	2	0.5	3	4.833333333	3.166666667	8	2	21.33333333	49.16666667	3.333333333	7.333333333	43.33333333	10.16666667	6.833333333	1.166666667	45.5	57.16666667	6.166666667	28.83333333	16.83333333	2	0.166666667	0.666666667	2.5	63.16666667	0.5	6.333333333	4.5	51.5	12.5	4.333333333	0.5	100	0	16.16666667	30.33333333	43.83333333	7.333333333	2.333333333	3	24	58	0.166666667	8.666666667	4.833333333	0.333333333	47.5	1	1.666666667	12.9460771	7.666666667	57.16666667	42.83333333	12.33333333	0	5	0.333333333	13.16666667	4.5	45.5	4.666666667	46	52.83333333	0	100	18	34	4	46	4	8	2	16	40	28	10	68	10	2	6	4	4	12	4	48	18	4	22	12	14	20	14	2	36	14	88	14	36	16	4	2	4	4	48	2	8	54	12	24	22	10	2	100	0	40	28	18	10	4	6	32	28	2	14	4	2	70	6	2	16	88	12	26	0	10	2	20	2	46	4	64	30	0	100	10	1	13	11.05442177	4.5	11.9047619	20	2	26	3.49382716
AB09805	IDEM_2021_Diatoms	HIN	600	6.396929655	59	10	2	22	3	30	4	1	16	22	13	5	35	3	4	4	4	4	7	1	29	14	1	30	15	9	7	17	5	1	23	6	54	8	25	7	3	1	2	3	27	1	7	31	4	16	17	5	1	59	0	16	23	7	10	3	3	21	13	1	12	6	4	39	1	1	19	54	5	14	0	7	3	15	1	29	4	37	21	0	59	33.16666667	38.66666667	1.833333333	61	2.5	1.166666667	0.333333333	9.5	36	47.66666667	11.83333333	6.833333333	1.666666667	2.833333333	3	5.833333333	2.5	30	34.83333333	0.666666667	6.166666667	8.833333333	27	13.5	1.333333333	9.333333333	91.16666667	15.5	37.5	25.5	3.166666667	0.333333333	0.833333333	1.5	45.33333333	1.166666667	4.833333333	3.333333333	15.66666667	27.5	13.16666667	1.166666667	100	0	26.33333333	42.83333333	9.666666667	19.66666667	1.5	1.5	17.33333333	38.16666667	0.833333333	33.33333333	7.166666667	5.833333333	65	0.333333333	0.166666667	4.083617779	14.83333333	91.16666667	8.833333333	12.83333333	0	7.333333333	2.166666667	21.83333333	1.5	60.83333333	2.666666667	64.33333333	25.16666667	0	100	16.94915254	37.28813559	3.389830508	50.84745763	5.084745763	6.779661017	1.694915254	27.11864407	37.28813559	22.03389831	8.474576271	59.3220339	5.084745763	6.779661017	6.779661017	6.779661017	6.779661017	11.86440678	1.694915254	49.15254237	23.72881356	1.694915254	25.42372881	15.25423729	11.86440678	28.81355932	8.474576271	1.694915254	38.98305085	10.16949153	91.52542373	13.55932203	42.37288136	11.86440678	5.084745763	1.694915254	3.389830508	5.084745763	45.76271186	1.694915254	11.86440678	52.54237288	6.779661017	27.11864407	28.81355932	8.474576271	1.694915254	100	0	27.11864407	38.98305085	11.86440678	16.94915254	5.084745763	5.084745763	35.59322034	22.03389831	1.694915254	20.33898305	10.16949153	6.779661017	66.10169492	1.694915254	1.694915254	32.20338983	91.52542373	8.474576271	23.72881356	0	11.86440678	5.084745763	25.42372881	1.694915254	49.15254237	6.779661017	62.71186441	35.59322034	0	100	12	3	14	7.251264755	2.166666667	14.50252951	20.33898305	5.084745763	23.72881356	2.171974522
AB09807	IDEM_2021_Diatoms	HIN	600	6.396929655	72	15	6	25	4	28	3	5	15	31	16	8	46	5	5	4	9	4	10	2	41	13	4	43	17	10	15	22	5	1	28	3	70	9	25	14	1	4	3	4	35	1	7	40	4	24	19	6	2	71	1	27	22	6	12	5	5	26	18	0	8	6	4	50	3	2	20	70	2	16	1	9	6	17	3	27	5	40	29	1	71	19.83333333	34.33333333	5.833333333	44	10.33333333	1	14.33333333	24.16666667	42	17.83333333	5.666666667	11.5	2.833333333	11	6.5	17.5	3.666666667	46	23.33333333	2.5	11.5	17.83333333	26.83333333	8.333333333	3.666666667	8.5	96.16666667	7.833333333	35	19.66666667	3.5	6.166666667	6.666666667	4.166666667	42.16666667	0.5	6.833333333	4.5	22.83333333	30.33333333	14	1.333333333	99.66666667	0.333333333	31.33333333	34.66666667	10	15.33333333	8.666666667	6.5	34.83333333	28.5	0	15.5	7.833333333	3.166666667	63.83333333	1.5	1.166666667	10.82234793	25.16666667	96.16666667	3.833333333	32.33333333	0.166666667	15	2.166666667	25.5	4.833333333	40.33333333	14	46.5	40	0.333333333	99.66666667	20.83333333	34.72222222	8.333333333	38.88888889	5.555555556	4.166666667	6.944444444	20.83333333	43.05555556	22.22222222	11.11111111	63.88888889	6.944444444	6.944444444	5.555555556	12.5	5.555555556	13.88888889	2.777777778	56.94444444	18.05555556	5.555555556	23.61111111	13.88888889	20.83333333	30.55555556	6.944444444	1.388888889	38.88888889	4.166666667	97.22222222	12.5	34.72222222	19.44444444	1.388888889	5.555555556	4.166666667	5.555555556	48.61111111	1.388888889	9.722222222	55.55555556	5.555555556	33.33333333	26.38888889	8.333333333	2.777777778	98.61111111	1.388888889	37.5	30.55555556	8.333333333	16.66666667	6.944444444	6.944444444	36.11111111	25	0	11.11111111	8.333333333	5.555555556	69.44444444	4.166666667	2.777777778	27.77777778	97.22222222	2.777777778	22.22222222	1.388888889	12.5	8.333333333	23.61111111	4.166666667	37.5	6.944444444	55.55555556	40.27777778	1.388888889	98.61111111	18	6	12	29.44250871	11.33333333	22.4738676	25	8.333333333	16.66666667	3.031111111
